Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_5000,U_N_5,,6,2788688,5.021,5900
200_5000,U_N_5,,7,2923620,5.000,7451
200_5000,U_N_5,,8,2808023,5.000,5651
200_5000,U_N_5,,9,2935109,5.001,6351
200_5000,U_N_5,,10,2848915,5.000,6694
200_5000,U_U_1,,1,2539162,5.000,4654
200_5000,U_U_1,,2,2540540,5.045,4440
200_5000,U_U_1,,3,2528494,5.084,4461
200_5000,U_U_1,,4,2595702,5.054,4682
200_5000,U_U_1,,5,2529399,5.062,4491
200_5000,U_U_1,,6,2563210,5.000,4211
200_5000,U_U_1,,7,2569873,5.039,4768
200_5000,U_U_1,,8,2520755,5.005,4156
200_5000,U_U_1,,9,2500976,5.000,4551
200_5000,U_U_1,,10,2539578,5.004,4465
200_5000,U_U_2,,1,3974318,5.000,8650
200_5000,U_U_2,,2,3769302,5.000,9703
200_5000,U_U_2,,3,3916404,5.000,9287
200_5000,U_U_2,,4,4035610,5.000,9559
200_5000,U_U_2,,5,3906392,5.000,9201
200_5000,U_U_2,,6,3972800,5.032,9328
200_5000,U_U_2,,7,3844588,5.000,10189
200_5000,U_U_2,,8,3912435,5.000,9937
200_5000,U_U_2,,9,3889792,5.000,9486
200_5000,U_U_2,,10,3909999,5.062,9128
200_5000,U_U_3,,1,12057765,5.000,11037
200_5000,U_U_3,,2,12026651,5.000,10677
200_5000,U_U_3,,3,12504897,5.000,10409
200_5000,U_U_3,,4,11783087,5.001,10442
200_5000,U_U_3,,5,11429531,5.000,10904
200_5000,U_U_3,,6,11410121,5.000,10491
200_5000,U_U_3,,7,12283495,5.015,10147
200_5000,U_U_3,,8,11497192,5.000,10190
200_5000,U_U_3,,9,11890455,5.000,10256
200_5000,U_U_3,,10,12084049,5.041,9835
200_5000,U_U_4,,1,2565019,5.000,4449
200_5000,U_U_4,,2,2505740,5.000,4152
200_5000,U_U_4,,3,2521746,5.058,4249
200_5000,U_U_4,,4,2511468,5.000,4422
200_5000,U_U_4,,5,2540854,5.077,4527
200_5000,U_U_4,,6,2514912,5.057,4381
200_5000,U_U_4,,7,2514007,5.057,4216
200_5000,U_U_4,,8,2526998,5.068,4658
200_5000,U_U_4,,9,2515520,5.000,4467
200_5000,U_U_4,,10,2564105,5.002,4645
200_5000,U_U_5,,1,2594832,5.073,4264
200_5000,U_U_5,,2,2574460,5.028,4390
200_5000,U_U_5,,3,2605833,5.000,4737
200_5000,U_U_5,,4,2627983,5.000,4222
200_5000,U_U_5,,5,2605243,5.000,4702
200_5000,U_U_5,,6,2594307,5.045,4464
200_5000,U_U_5,,7,2645018,5.000,4501
200_5000,U_U_5,,8,2611782,5.001,4416
200_5000,U_U_5,,9,2685753,5.000,4205
200_5000,U_U_5,,10,2590995,5.001,4237
500_10000,N_N_1,,1,125274160,5.000,5849
500_10000,N_N_1,,2,123945632,5.000,5595
500_10000,N_N_1,,3,122447552,5.000,5530
500_10000,N_N_1,,4,125276381,5.001,5462
500_10000,N_N_1,,5,123055034,5.001,5562
500_10000,N_N_1,,6,125398922,5.001,6058
500_10000,N_N_1,,7,124155494,5.001,5560
500_10000,N_N_1,,8,126557044,5.000,5595
500_10000,N_N_1,,9,126535285,5.000,5554
500_10000,N_N_1,,10,130292027,5.000,5703
500_10000,N_N_2,,1,8449563,5.000,5262
500_10000,N_N_2,,2,9222456,5.000,4203
500_10000,N_N_2,,3,9200643,5.000,3873
500_10000,N_N_2,,4,8580260,5.001,5002
500_10000,N_N_2,,5,8376065,5.042,6537
500_10000,N_N_2,,6,7171823,5.000,9447
500_10000,N_N_2,,7,8449140,5.000,7677
500_10000,N_N_2,,8,7698789,5.000,8170
500_10000,N_N_2,,9,7932473,5.000,6676
500_10000,N_N_2,,10,8636410,5.000,4842
500_10000,N_N_3,,1,8740137,5.000,3416
500_10000,N_N_3,,2,8170613,5.001,4679
500_10000,N_N_3,,3,8683319,5.000,4080
500_10000,N_N_3,,4,8582744,5.001,4041
500_10000,N_N_3,,5,8219143,5.003,3919
500_10000,N_N_3,,6,8459544,5.026,4711
500_10000,N_N_3,,7,9005781,5.000,4102
500_10000,N_N_3,,8,8614157,5.000,3599
500_10000,N_N_3,,9,8670677,5.129,4008
500_10000,N_N_3,,10,8414913,5.121,4606
500_10000,N_N_4,,1,6554961,5.000,3333
500_10000,N_N_4,,2,6159666,5.001,3430
500_10000,N_N_4,,3,6398000,5.142,3439
500_10000,N_N_4,,4,6260463,5.016,3349
500_10000,N_N_4,,5,6412997,5.144,4048
500_10000,N_N_4,,6,6196813,5.000,3218
500_10000,N_N_4,,7,6177918,5.000,3036
500_10000,N_N_4,,8,6329218,5.032,4722
500_10000,N_N_4,,9,6275736,5.001,3707
500_10000,N_N_4,,10,6664666,5.000,4012
500_10000,N_N_5,,1,111293621,5.000,5614
500_10000,N_N_5,,2,113125184,5.001,5515
500_10000,N_N_5,,3,113403903,5.000,5635
500_10000,N_N_5,,4,105057429,5.026,5816
500_10000,N_N_5,,5,103665469,5.001,5684
500_10000,N_N_5,,6,113228188,5.001,5621
500_10000,N_N_5,,7,114118490,5.001,5613
500_10000,N_N_5,,8,107997473,5.000,5639
500_10000,N_N_5,,9,110200611,5.001,5670
500_10000,N_N_5,,10,111433346,5.001,5315
