Folder,Instance,Mode,Run,Objective,Runtime,Iterations
500_10000,U_N_5,,4,6009128,5.000,5006
500_10000,U_N_5,,5,6163049,5.001,4970
500_10000,U_N_5,,6,6123421,5.000,5306
500_10000,U_N_5,,7,6020320,5.003,5329
500_10000,U_N_5,,8,6353713,5.000,5194
500_10000,U_N_5,,9,6010880,5.000,5266
500_10000,U_N_5,,10,6097715,5.000,5425
500_10000,U_U_1,,1,11229028,5.001,5851
500_10000,U_U_1,,2,10349245,5.001,5764
500_10000,U_U_1,,3,10568519,5.000,5728
500_10000,U_U_1,,4,12434017,5.001,5751
500_10000,U_U_1,,5,10685642,5.001,5736
500_10000,U_U_1,,6,11861684,5.001,5553
500_10000,U_U_1,,7,11937707,5.000,5433
500_10000,U_U_1,,8,10006820,5.000,5582
500_10000,U_U_1,,9,10251214,5.000,5865
500_10000,U_U_1,,10,11783601,5.000,5601
