Folder,Instance,Mode,Run,Objective,Runtime,Iterations
500_10000,N_N_5,,5,109920121,5.000,5766
500_10000,N_N_5,,6,105552489,5.000,5667
500_10000,N_N_5,,7,104077129,5.001,6046
500_10000,N_N_5,,8,113631442,5.019,5658
500_10000,N_N_5,,9,106269332,5.000,5660
500_10000,N_N_5,,10,112438372,5.001,5639
500_10000,N_U_1,,1,15164162,5.000,5523
500_10000,N_U_1,,2,16953833,5.001,5495
500_10000,N_U_1,,3,14682983,5.001,5545
500_10000,N_U_1,,4,14386135,5.000,5910
500_10000,N_U_1,,5,14349547,5.001,5714
500_10000,N_U_1,,6,14978471,5.000,5439
500_10000,N_U_1,,7,13363506,5.001,5902
500_10000,N_U_1,,8,15185990,5.000,5766
500_10000,N_U_1,,9,14465127,5.000,5704
500_10000,N_U_1,,10,15673727,5.000,5691
500_10000,N_U_2,,1,38977638,5.000,5845
500_10000,N_U_2,,2,39618850,5.000,5470
500_10000,N_U_2,,3,39652170,5.000,5732
500_10000,N_U_2,,4,41785514,5.001,5800
500_10000,N_U_2,,5,39068122,5.001,5667
500_10000,N_U_2,,6,37680661,5.000,5865
500_10000,N_U_2,,7,40684142,5.000,6138
500_10000,N_U_2,,8,38868347,5.000,5676
500_10000,N_U_2,,9,40930362,5.001,5671
500_10000,N_U_2,,10,38128330,5.000,5756
500_10000,N_U_3,,1,11106801,5.001,5749
500_10000,N_U_3,,2,10844417,5.001,5648
500_10000,N_U_3,,3,11207147,5.000,5650
500_10000,N_U_3,,4,10581405,5.001,5560
500_10000,N_U_3,,5,11771654,5.001,5662
500_10000,N_U_3,,6,13107444,5.001,5443
500_10000,N_U_3,,7,10237956,5.001,5485
500_10000,N_U_3,,8,11692566,5.000,5684
500_10000,N_U_3,,9,12499107,5.001,5848
500_10000,N_U_3,,10,13578682,5.000,5279
500_10000,N_U_4,,1,33237016,5.000,5709
500_10000,N_U_4,,2,33862156,5.001,5525
500_10000,N_U_4,,3,33029225,5.001,5451
500_10000,N_U_4,,4,33488655,5.000,5515
500_10000,N_U_4,,5,33807429,5.032,5664
500_10000,N_U_4,,6,34281929,5.000,5578
500_10000,N_U_4,,7,32188347,5.012,5465
500_10000,N_U_4,,8,31231075,5.001,5377
500_10000,N_U_4,,9,33404767,5.000,5281
500_10000,N_U_4,,10,34195678,5.001,5327
500_10000,N_U_5,,1,27904805,5.001,5476
500_10000,N_U_5,,2,26053280,5.000,5700
500_10000,N_U_5,,3,27340096,5.000,5486
500_10000,N_U_5,,4,28092717,5.000,5608
500_10000,N_U_5,,5,25491004,5.001,5830
500_10000,N_U_5,,6,26827135,5.000,5989
500_10000,N_U_5,,7,26175654,5.000,6004
500_10000,N_U_5,,8,27139282,5.000,5863
500_10000,N_U_5,,9,27371563,5.000,5834
500_10000,N_U_5,,10,26581473,5.001,5519
500_10000,U_N_1,,1,7628418,5.000,5744
500_10000,U_N_1,,2,7955987,5.000,5725
500_10000,U_N_1,,3,7409700,5.001,5581
500_10000,U_N_1,,4,8068859,5.001,5281
500_10000,U_N_1,,5,8065981,5.000,5407
500_10000,U_N_1,,6,7527175,5.001,5419
500_10000,U_N_1,,7,8256501,5.002,5562
500_10000,U_N_1,,8,8379279,5.001,5417
500_10000,U_N_1,,9,8246698,5.001,5444
500_10000,U_N_1,,10,7814403,5.000,5596
500_10000,U_N_2,,1,12464588,5.001,5615
500_10000,U_N_2,,2,11369707,5.001,5512
500_10000,U_N_2,,3,12518786,5.001,5435
500_10000,U_N_2,,4,10627578,5.001,5554
500_10000,U_N_2,,5,12359265,5.001,5326
500_10000,U_N_2,,6,11035293,5.000,5576
500_10000,U_N_2,,7,11511249,5.000,5542
500_10000,U_N_2,,8,11527831,5.000,5871
500_10000,U_N_2,,9,12124221,5.001,5567
500_10000,U_N_2,,10,12738721,5.000,5557
500_10000,U_N_3,,1,113803393,5.000,5625
500_10000,U_N_3,,2,109529831,5.000,5515
500_10000,U_N_3,,3,116750729,5.012,5748
500_10000,U_N_3,,4,111497192,5.000,5578
500_10000,U_N_3,,5,112978782,5.001,5420
500_10000,U_N_3,,6,116596730,5.020,5807
500_10000,U_N_3,,7,116028277,5.000,5477
500_10000,U_N_3,,8,116817264,5.001,5557
500_10000,U_N_3,,9,114162322,5.002,5690
500_10000,U_N_3,,10,117881790,5.001,5543
500_10000,U_N_4,,1,6110818,5.001,5284
500_10000,U_N_4,,2,6049733,5.001,5342
500_10000,U_N_4,,3,6154922,5.001,5187
500_10000,U_N_4,,4,6260782,5.001,5209
500_10000,U_N_4,,5,6242137,5.001,4993
500_10000,U_N_4,,6,6362434,5.000,5124
500_10000,U_N_4,,7,6204850,5.001,4887
500_10000,U_N_4,,8,6322572,5.005,5055
500_10000,U_N_4,,9,6092040,5.001,5057
500_10000,U_N_4,,10,5834327,5.000,5227
500_10000,U_N_5,,1,6383123,5.001,5117
500_10000,U_N_5,,2,6226614,5.000,5264
500_10000,U_N_5,,3,6117545,5.000,5374
500_10000,U_N_5,,4,6283284,5.001,5269
500_10000,U_N_5,,5,6032770,5.000,5234
500_10000,U_N_5,,6,5849868,5.001,5390
500_10000,U_N_5,,7,6027287,5.000,5243
500_10000,U_N_5,,8,5645031,5.000,5440
500_10000,U_N_5,,9,6066001,5.001,5273
500_10000,U_N_5,,10,6217523,5.001,5377
500_10000,U_U_1,,1,9687229,5.001,5687
500_10000,U_U_1,,2,10950138,5.000,5609
500_10000,U_U_1,,3,11551949,5.001,5649
500_10000,U_U_1,,4,11970147,5.000,5967
500_10000,U_U_1,,5,11027545,5.001,6047
500_10000,U_U_1,,6,10497731,5.001,6189
500_10000,U_U_1,,7,11245414,5.001,5697
500_10000,U_U_1,,8,10501422,5.000,5332
500_10000,U_U_1,,9,10437678,5.000,5871
500_10000,U_U_1,,10,11034425,5.001,5887
