Instance,Run,Objective,Runtime
93,5,858,0.207391
93,6,858,0.20768
93,7,858,0.175499
93,8,858,0.190787
93,9,858,0.196444
93,10,858,0.198864
94,1,855,0.197901
94,2,855,0.186707
94,3,855,0.252001
94,4,855,0.209799
94,5,855,0.19461
94,6,855,0.189186
94,7,855,0.208415
94,8,855,0.200857
94,9,855,0.199633
94,10,855,0.191171
95,1,961,0.180793
95,2,961,0.183066
95,3,961,0.196968
95,4,961,0.179358
95,5,961,0.186685
95,6,961,0.204987
95,7,961,0.193683
95,8,961,0.185605
95,9,961,0.185011
95,10,961,0.186616
96,1,526,0.214253
96,2,526,0.186691
96,3,526,0.203349
96,4,526,0.21118
96,5,526,0.207034
96,6,526,0.193722
96,7,526,0.185036
96,8,526,0.189497
96,9,526,0.186758
96,10,526,0.186218
97,1,2060,0.199478
97,2,2060,0.179407
97,3,2060,0.187141
97,4,2060,0.182721
97,5,2060,0.183507
97,6,2060,0.256354
97,7,2060,0.184033
97,8,2060,0.181571
97,9,2060,0.18985
97,10,2060,0.200111
98,1,940,0.197445
98,2,940,0.191967
98,3,940,0.191167
98,4,940,0.192443
98,5,940,0.192868
98,6,940,0.191542
98,7,940,0.197747
98,8,940,0.187409
98,9,940,0.200561
98,10,940,0.198073
99,1,937,0.178719
99,2,937,0.201068
99,3,937,0.199945
99,4,937,0.182866
99,5,937,0.185216
99,6,937,0.188996
99,7,937,0.18995
99,8,937,0.180591
99,9,937,0.203249
99,10,937,0.193738
100,1,666,0.193331
100,2,666,0.196435
100,3,666,0.19186
100,4,666,0.200181
100,5,666,0.193285
100,6,666,0.197252
100,7,666,0.196636
100,8,666,0.194549
100,9,666,0.203126
100,10,666,0.191285
101,1,839,0.198428
101,2,839,0.226136
101,3,839,0.199634
101,4,839,0.195675
101,5,839,0.196897
101,6,839,0.20363
101,7,839,0.218766
101,8,839,0.205682
101,9,839,0.230163
101,10,839,0.203514
102,1,964,0.20106
102,2,964,0.211812
102,3,964,0.210359
102,4,964,0.199315
102,5,964,0.253801
102,6,964,0.213147
102,7,964,0.332287
102,8,964,0.205967
102,9,964,0.211915
102,10,964,0.193448
103,1,975,0.196392
103,2,975,0.194163
103,3,975,0.20316
103,4,975,0.200744
103,5,975,0.197361
103,6,975,0.199183
103,7,975,0.218358
103,8,975,0.210464
103,9,975,0.201461
103,10,975,0.201106
104,1,719,0.195651
104,2,719,0.195043
104,3,719,0.215818
104,4,719,0.198006
104,5,719,0.195872
104,6,719,0.20846
104,7,719,0.189525
104,8,719,0.207172
104,9,719,0.191864
104,10,719,0.194388
105,1,729,0.192834
105,2,729,0.203465
105,3,729,0.21014
105,4,729,0.2128
105,5,729,0.203421
105,6,729,0.202018
105,7,729,0.209877
105,8,729,0.197641
105,9,729,0.194332
105,10,729,0.207746
106,1,1046,0.210727
106,2,1046,0.212091
106,3,1046,0.211376
106,4,1046,0.200447
106,5,1046,0.212881
106,6,1046,0.203993
106,7,1046,0.193592
106,8,1046,0.198869
106,9,1046,0.213651
106,10,1046,0.193849
107,1,1027,0.196471
107,2,1027,0.203227
107,3,1027,0.21196
107,4,1027,0.193541
107,5,1027,0.203192
107,6,1027,0.198475
107,7,1027,0.191173
107,8,1027,0.20806
107,9,1027,0.196688
107,10,1027,0.279102
108,1,1159,0.211446
108,2,1159,0.201541
108,3,1159,0.20973
108,4,1159,0.185824
108,5,1159,0.205372
108,6,1159,0.191607
108,7,1159,0.196414
108,8,1159,0.222889
108,9,1159,0.198701
108,10,1159,0.200475
109,1,839,0.19308
109,2,839,0.210814
