Instance,Run,Objective,Runtime,Iterations,Intensify,Diversify,Aspiration
1437,9,4719,4.000,553755,3698,1835,31
1437,10,4708,4.000,558547,3729,1855,15
1438,1,6140,4.000,556018,3716,1843,11
1438,2,6140,4.000,554760,3705,1840,12
1438,3,6145,4.000,557406,3722,1850,12
1438,4,6139,4.000,557490,3721,1853,14
1438,5,6148,4.000,560091,3737,1861,12
1438,6,6143,4.000,551778,3686,1831,17
1438,7,6141,4.000,554785,3709,1838,8
1438,8,6151,4.000,554629,3704,1841,19
1438,9,6144,4.000,543668,3628,1808,6
1438,10,6148,4.000,554588,3703,1839,6
1439,1,5737,4.000,564858,3771,1874,43
1439,2,5743,4.000,558850,3732,1852,38
1439,3,5723,4.000,543721,3636,1797,21
1439,4,5730,4.000,556646,3719,1846,12
1439,5,5747,4.000,550161,3675,1824,26
1439,6,5731,4.000,562265,3758,1862,26
1439,7,5726,4.000,564448,3766,1875,11
1439,8,5723,4.000,566144,3786,1873,23
1439,9,5733,4.000,560343,3743,1858,53
1439,10,5738,4.000,566212,3780,1880,15
1440,1,6582,4.000,570652,3808,1898,5
1440,2,6567,4.000,576752,3850,1917,10
1440,3,6572,4.000,567922,3791,1887,12
1440,4,6570,4.000,547820,3662,1815,17
1440,5,6575,4.000,552513,3687,1836,4
1440,6,6573,4.000,551798,3686,1831,7
1440,7,6584,4.000,555039,3707,1840,15
1440,8,6568,4.000,565746,3779,1877,7
1440,9,6568,4.000,552645,3690,1836,3
1440,10,6573,4.000,554827,3707,1840,12
1441,1,4169,4.000,347344,2327,1142,0
1441,2,4176,4.000,352349,2357,1160,2
1441,3,4159,4.000,349180,2338,1149,0
1441,4,4168,4.000,350331,2344,1155,0
1441,5,4172,4.000,353746,2362,1170,0
1441,6,4168,4.000,354201,2368,1167,1
1441,7,4192,4.000,353515,2360,1171,0
1441,8,4166,4.000,354934,2377,1167,0
1441,9,4172,4.000,346896,2317,1147,1
1441,10,4173,4.000,350985,2349,1156,0
1442,1,5089,4.000,350845,2348,1155,1
1442,2,5089,4.000,346906,2319,1144,2
1442,3,5094,4.000,351824,2352,1161,1
1442,4,5093,4.000,352779,2357,1164,0
1442,5,5084,4.000,350692,2351,1151,1
1442,6,5076,4.000,345872,2311,1140,2
1442,7,5070,4.000,344062,2305,1127,0
1442,8,5085,4.000,348816,2328,1153,2
1442,9,5078,4.000,351080,2348,1157,0
1442,10,5080,4.000,350189,2343,1155,2
1443,1,4279,4.000,348889,2332,1152,2
1443,2,4268,4.000,349044,2334,1152,1
1443,3,4273,4.000,349768,2347,1146,1
1443,4,4279,4.000,354355,2365,1173,3
1443,5,4271,4.000,351687,2350,1161,2
1443,6,4280,4.000,350387,2345,1154,1
1443,7,4276,4.000,351907,2354,1159,1
1443,8,4286,4.000,351238,2352,1156,0
1443,9,4296,4.000,353383,2360,1169,0
1443,10,4274,4.000,350655,2345,1155,0
1444,1,5349,4.000,350147,2346,1148,3
1444,2,5359,4.000,347555,2327,1139,2
1444,3,5356,4.000,352049,2354,1158,6
1444,4,5353,4.000,355561,2377,1170,3
1444,5,5357,4.000,353737,2367,1164,2
1444,6,5355,4.000,355418,2379,1166,3
1444,7,5358,4.000,355986,2386,1165,3
1444,8,5355,4.000,351530,2353,1153,4
1444,9,5358,4.000,358345,2400,1176,5
1444,10,5382,4.000,360984,2412,1191,4
1445,1,11378,4.000,364338,2443,1191,6
1445,2,11385,4.000,364025,2445,1186,9
1445,3,11401,4.000,366120,2454,1200,8
1445,4,11389,4.000,366173,2461,1188,6
1445,5,11415,4.000,363013,2434,1184,6
1445,6,11425,4.000,360807,2429,1167,6
1445,7,11387,4.000,363562,2435,1188,8
1445,8,11362,4.000,351552,2364,1144,11
1445,9,11379,4.000,355331,2390,1156,8
1445,10,11377,4.000,364953,2454,1187,9
1446,1,6006,4.000,358036,2395,1179,2
1446,2,6007,4.000,360393,2413,1186,2
1446,3,6011,4.000,356145,2381,1176,3
1446,4,6012,4.000,362087,2421,1193,4
1446,5,6014,4.000,360855,2415,1188,4
1446,6,6001,4.000,363032,2426,1197,3
1446,7,6011,4.000,359758,2405,1187,3
1446,8,6005,4.000,361655,2418,1193,4
1446,9,6003,4.000,361105,2414,1189,2
1446,10,6004,4.000,355475,2383,1167,3
1447,1,8581,4.000,366682,2456,1202,5
1447,2,8545,4.000,359067,2407,1176,4
1447,3,8545,4.000,358715,2405,1176,3
1447,4,8568,4.000,352058,2358,1156,6
1447,5,8539,4.000,349369,2340,1144,3
1447,6,8552,4.000,357861,2399,1169,3
1447,7,8537,4.000,358050,2407,1166,4
1447,8,8547,4.000,357405,2397,1168,5
1447,9,8589,4.000,350525,2349,1149,3
1447,10,8563,4.000,352575,2362,1155,3
1448,1,5185,4.000,351250,2353,1155,3
1448,2,5189,4.000,344637,2300,1140,2
1448,3,5199,4.000,351909,2355,1159,1
1448,4,5175,4.000,351573,2353,1157,2
1448,5,5185,4.000,347908,2330,1144,1
1448,6,5175,4.000,350062,2342,1151,2
1448,7,5192,4.000,350042,2342,1151,0
1448,8,5175,4.000,358153,2390,1183,1
1448,9,5174,4.000,353064,2360,1165,3
1448,10,5192,4.000,351759,2353,1160,3
1449,1,7149,4.000,348174,2330,1145,10
1449,2,7143,4.000,363568,2433,1194,5
1449,3,7132,4.000,361307,2424,1181,4
1449,4,7128,4.000,354861,2377,1162,4
1449,5,7127,4.000,358241,2392,1181,7
1449,6,7137,4.000,359489,2406,1179,5
1449,7,7158,4.000,362881,2431,1188,6
1449,8,7147,4.000,359949,2411,1180,4
1449,9,7146,4.000,356849,2388,1173,6
1449,10,7125,4.000,358987,2410,1172,5
1450,1,4766,4.000,356523,2384,1174,2
1450,2,4771,4.000,349543,2336,1154,0
1450,3,4791,4.000,361595,2421,1188,2
1450,4,4769,4.000,355736,2382,1169,2
1450,5,4773,4.000,358841,2404,1177,3
1450,6,4781,4.000,353305,2370,1159,1
1450,7,4763,4.000,342787,2291,1130,2
1450,8,4772,4.000,351547,2352,1156,2
1450,9,4772,4.000,348461,2333,1146,2
1450,10,4768,4.000,347928,2324,1149,1
1451,1,3270,4.000,343672,2296,1136,0
1451,2,3268,4.000,343797,2298,1135,3
1451,3,3267,4.000,344066,2300,1137,0
1451,4,3260,4.000,346324,2316,1142,1
1451,5,3266,4.000,346259,2314,1143,1
1451,6,3269,4.000,344739,2302,1138,2
1451,7,3261,4.000,344910,2305,1138,1
1451,8,3261,4.000,347904,2327,1147,1
1451,9,3266,4.000,340222,2275,1120,1
1451,10,3272,4.000,343470,2298,1133,1
1452,1,2911,4.000,347076,2321,1147,0
1452,2,2917,4.000,344148,2307,1132,0
1452,3,2918,4.000,340646,2276,1127,0
1452,4,2920,4.000,343566,2301,1130,0
1452,5,2918,4.000,349823,2340,1154,0
1452,6,2925,4.000,348013,2326,1152,0
1452,7,2919,4.000,349574,2336,1155,0
1452,8,2910,4.000,348662,2334,1149,0
1452,9,2927,4.000,346042,2316,1140,0
1452,10,2914,4.000,349856,2342,1153,0
1453,1,2751,4.000,353696,2365,1169,1
1453,2,2747,4.000,356230,2383,1175,0
1453,3,2752,4.000,352922,2363,1163,1
1453,4,2748,4.000,352816,2356,1168,0
1453,5,2755,4.000,353148,2358,1170,0
1453,6,2750,4.000,355855,2379,1177,0
1453,7,2750,4.000,353046,2360,1168,0
1453,8,2751,4.000,350307,2342,1157,0
1453,9,2747,4.000,342802,2290,1134,0
1453,10,2746,4.000,340384,2278,1122,0
1454,1,3276,4.000,348340,2327,1153,0
1454,2,3260,4.000,347982,2327,1150,0
1454,3,3273,4.000,351564,2350,1161,0
1454,4,3262,4.000,353329,2366,1165,0
1454,5,3259,4.000,352174,2359,1160,0
1454,6,3258,4.000,348135,2332,1146,0
1454,7,3265,4.000,342438,2288,1133,0
1454,8,3264,4.000,348309,2328,1151,0
1454,9,3260,4.000,355358,2376,1172,0
1454,10,3262,4.000,345948,2312,1143,0
1455,1,3085,4.000,349469,2335,1156,1
1455,2,3077,4.000,349562,2334,1157,0
1455,3,3075,4.000,344124,2300,1137,0
1455,4,3075,4.000,342368,2288,1132,0
1455,5,3069,4.000,344082,2302,1134,0
1455,6,3072,4.000,335557,2245,1106,0
1455,7,3072,4.000,341341,2285,1122,1
1455,8,3077,4.000,344814,2304,1141,0
1455,9,3074,4.000,345656,2309,1142,0
1455,10,3074,4.000,344797,2305,1137,0
1456,1,2708,4.000,344716,2305,1141,0
1456,2,2715,4.000,342556,2290,1133,0
1456,3,2710,4.000,341296,2284,1128,0
1456,4,2706,4.000,344747,2309,1136,1
1456,5,2715,4.000,342744,2290,1134,15
1456,6,2711,4.000,344774,2307,1139,0
1456,7,2715,4.000,341199,2281,1129,0
1456,8,2709,4.000,339889,2275,1123,0
1456,9,2713,4.000,345699,2309,1145,0
1456,10,2715,4.000,347319,2320,1151,0
1457,1,3141,4.000,348995,2331,1153,2
1457,2,3143,4.000,336077,2248,1108,3
1457,3,3146,4.000,341225,2277,1129,2
1457,4,3149,4.000,345712,2314,1139,2
1457,5,3144,4.000,341702,2284,1127,1
1457,6,3148,4.000,341032,2279,1126,3
1457,7,3155,4.000,340563,2276,1124,0
1457,8,3149,4.000,352514,2356,1164,3
1457,9,3146,4.000,348086,2327,1148,2
1457,10,3149,4.000,351527,2347,1165,0
1458,1,2714,4.000,352632,2358,1166,0
1458,2,2716,4.000,352956,2357,1170,0
1458,3,2713,4.000,348814,2333,1153,0
1458,4,2711,4.000,345740,2316,1139,0
1458,5,2710,4.000,347734,2327,1146,0
1458,6,2713,4.000,350822,2345,1161,0
1458,7,2708,4.000,347032,2321,1146,0
1458,8,2708,4.000,345440,2311,1141,0
1458,9,2705,4.000,343340,2298,1133,0
1458,10,2710,4.000,347743,2323,1152,0
1459,1,3125,4.000,352701,2361,1163,2
1459,2,3127,4.000,347638,2324,1147,2
1459,3,3128,4.000,348848,2332,1152,1
1459,4,3136,4.000,350241,2341,1157,1
1459,5,3129,4.000,350858,2348,1157,2
1459,6,3126,4.000,344337,2303,1135,2
1459,7,3127,4.000,352075,2354,1161,2
1459,8,3128,4.000,348342,2329,1148,3
1459,9,3130,4.000,352061,2353,1162,3
1459,10,3121,4.000,348610,2334,1148,4
1460,1,4380,4.000,350659,2345,1153,10
1460,2,4382,4.000,347968,2333,1137,8
1460,3,4393,4.000,350769,2340,1159,11
1460,4,4386,4.000,347677,2326,1141,9
1460,5,4361,4.000,337795,2260,1108,10
1460,6,4366,4.000,345372,2310,1137,11
1460,7,4367,4.000,349172,2332,1150,11
1460,8,4369,4.000,347672,2327,1140,10
1460,9,4371,4.000,349610,2338,1149,11
1460,10,4368,4.000,353399,2367,1158,10
1461,1,2211,4.000,355475,2372,1182,0
1461,2,2207,4.000,356358,2379,1184,0
1461,3,2215,4.000,352321,2352,1170,1
1461,4,2206,4.000,344979,2304,1145,0
1461,5,2208,4.000,355435,2374,1180,0
1461,6,2212,4.000,358280,2390,1192,0
1461,7,2209,4.000,352554,2356,1169,0
1461,8,2207,4.000,356573,2382,1183,1
1461,9,2208,4.000,351923,2348,1171,0
1461,10,2209,4.000,354520,2367,1178,0
1462,1,2561,4.000,342803,2289,1138,0
1462,2,2564,4.000,348819,2330,1157,0
1462,3,2556,4.000,350631,2342,1164,0
1462,4,2564,4.000,354426,2368,1175,0
1462,5,2566,4.000,355639,2375,1181,0
1462,6,2564,4.000,353129,2360,1170,0
1462,7,2562,4.000,356463,2381,1183,0
1462,8,2561,4.000,354658,2368,1178,0
1462,9,2564,4.000,351081,2343,1167,0
1462,10,2563,4.000,353181,2360,1171,0
1463,1,2622,4.000,347974,2323,1156,0
1463,2,2621,4.000,350984,2347,1162,0
1463,3,2623,4.000,351237,2343,1169,0
1463,4,2616,4.000,348806,2328,1159,0
1463,5,2623,4.000,353067,2356,1174,0
1463,6,2617,4.000,350748,2343,1164,0
1463,7,2615,4.000,339839,2270,1128,0
1463,8,2624,4.000,349690,2334,1162,0
1463,9,2617,4.000,354217,2366,1175,1
1463,10,2618,4.000,355003,2372,1177,0
1464,1,2317,4.000,355546,2372,1183,0
1464,2,2322,4.000,355898,2377,1181,0
1464,3,2321,4.000,353064,2357,1173,1
1464,4,2317,4.000,346456,2316,1148,0
1464,5,2321,4.000,346043,2310,1150,1
1464,6,2318,4.000,347434,2320,1153,0
1464,7,2315,4.000,345487,2307,1147,0
1464,8,2319,4.000,348098,2324,1156,0
1464,9,2318,4.000,349487,2335,1159,0
1464,10,2319,4.000,351031,2343,1167,1
1465,1,2362,4.000,346159,2317,1144,0
1465,2,2364,4.000,340885,2279,1129,0
1465,3,2366,4.000,341908,2286,1130,0
1465,4,2367,4.000,341327,2281,1131,0
1465,5,2370,4.000,346410,2317,1144,0
1465,6,2359,4.000,347027,2325,1142,0
1465,7,2362,4.000,347965,2327,1151,0
1465,8,2368,4.000,345792,2314,1142,0
1465,9,2364,4.000,349608,2335,1160,0
1465,10,2363,4.000,345644,2308,1148,0
1466,1,2925,4.000,353285,2362,1170,0
1466,2,2929,4.000,351386,2350,1163,0
1466,3,2929,4.000,354106,2365,1175,0
1466,4,2932,4.000,353047,2359,1170,0
1466,5,2931,4.000,354330,2368,1174,0
1466,6,2931,4.000,351098,2346,1164,0
1466,7,2930,4.000,352235,2355,1166,0
1466,8,2931,4.000,345398,2308,1145,0
1466,9,2930,4.000,345070,2306,1144,0
1466,10,2935,4.000,342394,2288,1134,0
1467,1,2385,4.000,354552,2367,1178,0
1467,2,2385,4.000,350770,2343,1164,0
1467,3,2389,4.000,348690,2327,1159,0
1467,4,2383,4.000,351000,2343,1166,0
1467,5,2392,4.000,356027,2377,1182,0
1467,6,2391,4.000,345905,2308,1150,0
1467,7,2387,4.000,344209,2298,1143,1
1467,8,2388,4.000,354096,2364,1176,0
1467,9,2381,4.000,355005,2369,1180,1
1467,10,2386,4.000,351541,2349,1165,0
1468,1,2614,4.000,355926,2379,1179,1
1468,2,2619,4.000,354025,2367,1172,0
1468,3,2616,4.000,352582,2355,1170,0
1468,4,2611,4.000,353664,2361,1175,1
1468,5,2615,4.000,346980,2318,1151,0
1468,6,2610,4.000,339537,2267,1128,0
1468,7,2616,4.000,351649,2350,1166,0
1468,8,2618,4.000,351181,2346,1165,0
1468,9,2613,4.000,351878,2349,1169,0
1468,10,2618,4.000,355077,2374,1176,0
1469,1,2493,4.000,354004,2362,1177,0
1469,2,2487,4.000,350026,2339,1160,1
1469,3,2497,4.000,357063,2384,1186,0
1469,4,2493,4.000,354352,2368,1174,1
1469,5,2488,4.000,357445,2387,1187,1
1469,6,2488,4.000,358058,2390,1190,0
1469,7,2489,4.000,356977,2384,1185,0
1469,8,2492,4.000,360049,2403,1197,0
1469,9,2495,4.000,357837,2390,1187,0
1469,10,2495,4.000,354337,2369,1173,0
1470,1,2464,4.000,353819,2363,1174,0
1470,2,2461,4.000,346068,2312,1148,0
1470,3,2465,4.000,347173,2321,1150,0
1470,4,2459,4.000,346484,2314,1150,1
1470,5,2459,4.000,356056,2377,1183,1
1470,6,2461,4.000,352557,2353,1172,0
1470,7,2460,4.000,356209,2381,1180,0
1470,8,2459,4.000,351549,2348,1167,0
1470,9,2459,4.000,354641,2367,1179,0
1470,10,2464,4.000,356273,2379,1183,0
1471,1,6749,4.000,357227,2390,1176,9
1471,2,6737,4.000,359203,2404,1182,8
1471,3,6771,4.000,354787,2375,1166,10
1471,4,6761,4.000,364072,2438,1195,6
1471,5,6769,4.000,363321,2427,1200,8
1471,6,6764,4.000,361236,2415,1191,6
1471,7,6746,4.000,354782,2379,1161,10
1471,8,6761,4.000,357340,2384,1181,10
1471,9,6756,4.000,349603,2342,1147,11
1471,10,6760,4.000,359075,2403,1181,9
1472,1,6396,4.000,363006,2429,1194,20
1472,2,6388,4.000,354799,2369,1172,20
1472,3,6394,4.000,360958,2414,1188,17
1472,4,6416,4.000,360013,2409,1182,17
1472,5,6407,4.000,365105,2446,1200,21
1472,6,6413,4.000,356292,2385,1171,19
1472,7,6394,4.000,351956,2355,1158,22
1472,8,6389,4.000,358110,2393,1179,23
1472,9,6391,4.000,362408,2424,1193,23
1472,10,6398,4.000,363254,2428,1199,22
1473,1,3134,4.000,349744,2334,1159,1
1473,2,3123,4.000,352299,2357,1162,2
1473,3,3133,4.000,349927,2339,1156,3
1473,4,3132,4.000,347628,2326,1148,1
1473,5,3129,4.000,344855,2306,1138,1
1473,6,3135,4.000,350998,2347,1158,2
1473,7,3131,4.000,341577,2281,1130,2
1473,8,3132,4.000,348518,2329,1151,3
1473,9,3133,4.000,355656,2380,1171,2
1473,10,3133,4.000,356928,2386,1174,2
1474,1,6761,4.000,361072,2415,1188,1
1474,2,6752,4.000,357290,2388,1177,3
1474,3,6746,4.000,353791,2368,1167,2
1474,4,6726,4.000,360600,2412,1189,2
1474,5,6740,4.000,361615,2422,1188,3
1474,6,6736,4.000,341513,2284,1126,1
1474,7,6754,4.000,339446,2271,1119,4
1474,8,6741,4.000,342602,2293,1128,1
1474,9,6751,4.000,341721,2281,1131,2
1474,10,6745,4.000,348655,2336,1146,3
1475,1,5718,4.000,330916,2212,1090,4
1475,2,5734,4.000,341136,2282,1125,6
1475,3,5726,4.000,340889,2281,1123,4
1475,4,5741,4.000,338880,2265,1118,3
1475,5,5718,4.000,341574,2281,1130,3
1475,6,5733,4.000,336352,2247,1110,5
1475,7,5720,4.000,348888,2333,1149,3
1475,8,5723,4.000,344705,2303,1137,5
1475,9,5730,4.000,342043,2286,1131,6
1475,10,5726,4.000,344303,2301,1133,9
1476,1,7583,4.000,348488,2331,1144,3
1476,2,7576,4.000,354018,2369,1164,6
1476,3,7553,4.000,356018,2386,1167,5
1476,4,7573,4.000,353120,2364,1157,4
1476,5,7544,4.000,358724,2399,1178,4
1476,6,7572,4.000,358637,2401,1177,5
1476,7,7581,4.000,348636,2337,1142,3
1476,8,7563,4.000,350854,2349,1150,1
1476,9,7572,4.000,358675,2405,1175,6
1476,10,7563,4.000,356813,2396,1162,4
1477,1,6052,4.000,360672,2410,1191,8
1477,2,6062,4.000,361251,2417,1187,9
1477,3,6045,4.000,357124,2386,1177,9
1477,4,6049,4.000,362788,2432,1188,10
1477,5,6058,4.000,360753,2414,1187,11
1477,6,6052,4.000,363402,2427,1198,10
1477,7,6057,4.000,363107,2431,1195,8
1477,8,6065,4.000,359306,2405,1179,11
1477,9,6036,4.000,353575,2364,1166,5
1477,10,6062,4.000,356466,2384,1175,9
1478,1,11261,4.000,364827,2440,1196,7
1478,2,11234,4.000,359612,2411,1173,8
1478,3,11238,4.000,360112,2409,1183,11
1478,4,11269,4.000,349064,2344,1140,11
1478,5,11243,4.000,360348,2412,1179,11
1478,6,11238,4.000,364074,2445,1188,11
1478,7,11217,4.000,360940,2424,1175,9
1478,8,11229,4.000,366148,2451,1199,12
1478,9,11256,4.000,355858,2387,1160,9
1478,10,11244,4.000,360260,2411,1182,10
1479,1,6378,4.000,351852,2359,1155,1
1479,2,6387,4.000,349865,2348,1145,2
1479,3,6410,4.000,350791,2346,1155,3
1479,4,6378,4.000,352778,2361,1161,2
1479,5,6409,4.000,359755,2412,1178,2
1479,6,6391,4.000,364079,2442,1193,4
1479,7,6375,4.000,358784,2407,1176,1
1479,8,6394,4.000,355050,2374,1170,0
1479,9,6380,4.000,354263,2374,1162,1
1479,10,6398,4.000,347781,2329,1143,2
1480,1,5933,4.000,352434,2352,1165,9
1480,2,5945,4.000,355574,2377,1174,13
1480,3,5961,4.000,354956,2379,1163,10
1480,4,5945,4.000,357611,2390,1181,8
1480,5,5941,4.000,352595,2357,1164,8
1480,6,5956,4.000,360641,2411,1190,14
1480,7,5946,4.000,362544,2420,1199,10
1480,8,5964,4.000,360915,2409,1193,8
1480,9,5959,4.000,360074,2406,1187,13
1480,10,5946,4.000,355873,2380,1173,12
1481,1,2583,4.000,353309,2361,1168,0
1481,2,2595,4.000,352276,2352,1165,2
1481,3,2583,4.000,351191,2349,1159,1
1481,4,2583,4.000,349773,2339,1154,1
1481,5,2579,4.000,351320,2351,1159,1
1481,6,2585,4.000,339210,2265,1120,0
1481,7,2583,4.000,345461,2309,1141,0
1481,8,2583,4.000,356227,2379,1177,0
1481,9,2584,4.000,355494,2377,1174,1
1481,10,2578,4.000,357507,2389,1183,1
1482,1,3110,4.000,354187,2367,1169,4
1482,2,3108,4.000,352717,2355,1166,6
1482,3,3110,4.000,352059,2353,1163,3
1482,4,3113,4.000,341242,2279,1129,4
1482,5,3117,4.000,347875,2328,1147,4
1482,6,3113,4.000,345453,2309,1140,3
1482,7,3112,4.000,341819,2284,1130,6
1482,8,3114,4.000,346968,2319,1146,3
1482,9,3113,4.000,340691,2279,1123,2
1482,10,3115,4.000,344326,2300,1137,4
1483,1,3763,4.000,343382,2293,1137,0
1483,2,3756,4.000,339200,2266,1122,0
1483,3,3770,4.000,336850,2252,1113,1
1483,4,3760,4.000,351336,2346,1161,0
1483,5,3765,4.000,349011,2333,1152,0
1483,6,3765,4.000,351734,2351,1162,0
1483,7,3762,4.000,350221,2342,1157,2
1483,8,3771,4.000,350721,2341,1162,0
1483,9,3760,4.000,339153,2268,1118,0
1483,10,3765,4.000,352671,2356,1166,0
1484,1,3162,4.000,351929,2353,1162,12
1484,2,3164,4.000,347808,2322,1152,13
1484,3,3155,4.000,354550,2372,1167,11
1484,4,3157,4.000,351895,2351,1165,11
1484,5,3155,4.000,347767,2322,1151,12
1484,6,3151,4.000,348384,2331,1149,12
1484,7,3156,4.000,344348,2303,1137,11
1484,8,3153,4.000,338635,2262,1119,12
1484,9,3157,4.000,336868,2248,1115,12
1484,10,3156,4.000,354341,2370,1169,12
1485,1,3634,4.000,352108,2347,1166,10
1485,2,3628,4.000,350507,2337,1160,10
1485,3,3636,4.000,347365,2317,1148,9
1485,4,3637,4.000,348316,2324,1150,7
1485,5,3625,4.000,348374,2327,1149,9
1485,6,3624,4.000,347754,2325,1143,9
1485,7,3638,4.000,347232,2319,1148,10
1485,8,3634,4.000,349971,2334,1157,7
1485,9,3637,4.000,351334,2350,1155,8
1485,10,3642,4.000,346843,2313,1148,9
1486,1,3315,4.000,350777,2344,1160,0
1486,2,3315,4.000,352988,2360,1167,0
1486,3,3313,4.000,354482,2369,1172,0
1486,4,3314,4.000,354439,2367,1173,0
1486,5,3310,4.000,340442,2279,1122,0
1486,6,3315,4.000,345448,2308,1142,0
1486,7,3313,4.000,347382,2322,1148,1
1486,8,3315,4.000,347730,2326,1149,0
1486,9,3320,4.000,349557,2334,1157,0
1486,10,3313,4.000,349245,2336,1151,0
1487,1,3281,4.000,348392,2328,1151,8
1487,2,3291,4.000,353396,2359,1170,9
1487,3,3289,4.000,346689,2315,1144,11
1487,4,3285,4.000,352619,2356,1165,9
1487,5,3282,4.000,348500,2327,1153,9
1487,6,3291,4.000,347202,2319,1146,11
1487,7,3294,4.000,343466,2296,1135,10
1487,8,3286,4.000,351186,2346,1160,9
1487,9,3288,4.000,348111,2325,1150,10
1487,10,3283,4.000,342634,2291,1130,9
1488,1,3800,4.000,340474,2274,1125,1
1488,2,3793,4.000,342882,2292,1133,3
1488,3,3795,4.000,349572,2332,1155,3
1488,4,3791,4.000,348410,2327,1153,2
1488,5,3805,4.000,345968,2311,1143,3
1488,6,3799,4.000,349394,2334,1155,0
1488,7,3804,4.000,344242,2301,1137,1
1488,8,3798,4.000,349646,2336,1155,2
1488,9,3791,4.000,343655,2296,1134,3
1488,10,3798,4.000,349792,2335,1156,2
1489,1,3376,4.000,348753,2331,1150,3
1489,2,3371,4.000,352190,2352,1160,4
1489,3,3379,4.000,348985,2334,1150,6
1489,4,3382,4.000,349761,2339,1154,7
1489,5,3371,4.000,352675,2355,1164,4
1489,6,3380,4.000,348164,2325,1150,4
1489,7,3386,4.000,346195,2309,1147,3
1489,8,3384,4.000,339868,2270,1122,3
1489,9,3373,4.000,346166,2315,1140,1
1489,10,3374,4.000,346219,2315,1141,3
1490,1,3179,4.000,345600,2307,1144,3
1490,2,3175,4.000,348270,2326,1152,3
1490,3,3167,4.000,346425,2316,1144,0
1490,4,3182,4.000,349800,2336,1158,3
1490,5,3184,4.000,348743,2328,1154,2
1490,6,3176,4.000,354596,2365,1174,1
1490,7,3171,4.000,349991,2339,1157,4
1490,8,3177,4.000,347991,2322,1152,2
1490,9,3170,4.000,353553,2361,1169,3
1490,10,3184,4.000,351809,2350,1164,4
1491,1,2578,4.000,354077,2364,1172,0
1491,2,2576,4.000,352024,2355,1161,0
1491,3,2576,4.000,346928,2320,1145,0
1491,4,2576,4.000,338029,2262,1113,0
1491,5,2578,4.000,342766,2292,1132,0
1491,6,2583,4.000,346074,2312,1147,0
1491,7,2577,4.000,342040,2286,1129,0
1491,8,2577,4.000,348196,2330,1151,0
1491,9,2584,4.000,351448,2346,1162,0
1491,10,2585,4.000,349594,2333,1160,0
1492,1,2664,4.000,347711,2322,1154,1
1492,2,2665,4.000,350913,2343,1165,1
1492,3,2666,4.000,352737,2357,1170,0
1492,4,2666,4.000,349728,2336,1160,0
1492,5,2666,4.000,348622,2326,1160,0
1492,6,2663,4.000,353265,2364,1168,0
1492,7,2661,4.000,350319,2340,1162,0
1492,8,2664,4.000,350137,2338,1163,0
1492,9,2665,4.000,347740,2324,1153,0
1492,10,2665,4.000,342966,2289,1140,0
1493,1,2359,4.000,344526,2302,1143,0
1493,2,2354,4.000,353998,2362,1177,0
1493,3,2354,4.000,355171,2371,1180,1
1493,4,2354,4.000,351649,2348,1168,0
1493,5,2352,4.000,348510,2326,1158,0
1493,6,2356,4.000,349967,2336,1163,1
1493,7,2351,4.000,346213,2313,1148,1
1493,8,2356,4.000,347777,2322,1155,0
1493,9,2359,4.000,354756,2371,1176,1
1493,10,2358,4.000,352350,2355,1168,1
1494,1,2405,4.000,357223,2384,1188,0
1494,2,2401,4.000,354908,2370,1178,0
1494,3,2404,4.000,351745,2348,1169,0
1494,4,2402,4.000,343005,2290,1139,0
1494,5,2400,4.000,344375,2301,1142,0
1494,6,2404,4.000,343930,2296,1143,0
1494,7,2401,4.000,340600,2275,1130,0
1494,8,2403,4.000,345247,2305,1147,0
1494,9,2403,4.000,341602,2280,1135,0
1494,10,2406,4.000,345251,2304,1148,0
1495,1,2537,4.000,336840,2251,1117,0
1495,2,2532,4.000,340838,2276,1132,0
1495,3,2536,4.000,340561,2273,1132,0
1495,4,2540,4.000,346362,2314,1149,0
1495,5,2535,4.000,346392,2311,1152,0
1495,6,2540,4.000,347377,2318,1155,0
1495,7,2534,4.000,346660,2319,1147,0
1495,8,2536,4.000,346164,2310,1151,0
1495,9,2538,4.000,340012,2270,1129,0
1495,10,2542,4.000,350953,2343,1166,0
1496,1,2570,4.000,351641,2350,1166,0
1496,2,2567,4.000,346025,2312,1148,0
1496,3,2574,4.000,342721,2291,1135,0
1496,4,2570,4.000,345731,2314,1142,0
1496,5,2576,4.000,349072,2333,1156,0
1496,6,2569,4.000,351278,2349,1163,0
1496,7,2577,4.000,348930,2330,1159,0
1496,8,2572,4.000,355119,2372,1179,0
1496,9,2572,4.000,348379,2325,1158,0
1496,10,2569,4.000,343104,2291,1139,0
1497,1,2261,4.000,352257,2352,1170,1
1497,2,2261,4.000,353853,2363,1175,0
1497,3,2259,4.000,352671,2353,1173,1
1497,4,2260,4.000,354180,2366,1175,0
1497,5,2262,4.000,352273,2352,1170,1
1497,6,2262,4.000,355164,2371,1180,0
1497,7,2260,4.000,349106,2332,1158,0
1497,8,2262,4.000,352205,2352,1169,0
1497,9,2260,4.000,342132,2283,1137,1
1497,10,2258,4.000,347010,2317,1152,1
1498,1,2595,4.000,352185,2350,1171,3
1498,2,2591,4.000,350426,2339,1165,0
1498,3,2592,4.000,356467,2381,1183,0
1498,4,2591,4.000,352181,2352,1169,0
1498,5,2592,4.000,352841,2356,1172,0
