Folder,Instance,Mode,Run,Objective,Runtime,Iterations
500_10000,U_N_1,,7,7834391,5.000,5540
500_10000,U_N_1,,8,8080110,5.000,5448
500_10000,U_N_1,,9,7830597,5.000,5493
500_10000,U_N_1,,10,7128564,5.000,5617
500_10000,U_N_2,,1,13252335,5.001,5487
500_10000,U_N_2,,2,10441861,5.000,5874
500_10000,U_N_2,,3,11324857,5.000,5564
500_10000,U_N_2,,4,11127784,5.000,5718
500_10000,U_N_2,,5,12569848,5.002,5489
500_10000,U_N_2,,6,9385769,5.000,5593
500_10000,U_N_2,,7,10585206,5.001,5608
500_10000,U_N_2,,8,10821505,5.000,5569
500_10000,U_N_2,,9,11578553,5.001,5486
500_10000,U_N_2,,10,13016150,5.001,5585
500_10000,U_N_3,,1,120309179,5.000,5825
500_10000,U_N_3,,2,121480345,5.000,5588
500_10000,U_N_3,,3,120635534,5.000,5613
500_10000,U_N_3,,4,117192001,5.000,5373
500_10000,U_N_3,,5,120789318,5.001,5777
500_10000,U_N_3,,6,121955240,5.000,5683
500_10000,U_N_3,,7,117955571,5.001,5302
500_10000,U_N_3,,8,119709129,5.017,5316
500_10000,U_N_3,,9,120260728,5.001,5348
500_10000,U_N_3,,10,118696189,5.001,5272
500_10000,U_N_4,,1,6261752,5.000,4926
500_10000,U_N_4,,2,6267867,5.001,4950
500_10000,U_N_4,,3,6064827,5.001,5145
500_10000,U_N_4,,4,6334845,5.000,5012
500_10000,U_N_4,,5,6029982,5.000,5082
500_10000,U_N_4,,6,5987600,5.001,5146
500_10000,U_N_4,,7,6316285,5.001,5250
500_10000,U_N_4,,8,5956270,5.001,5163
500_10000,U_N_4,,9,6044115,5.000,5141
500_10000,U_N_4,,10,6236379,5.000,5147
500_10000,U_N_5,,1,5994245,5.001,5175
500_10000,U_N_5,,2,6430004,5.001,4955
500_10000,U_N_5,,3,6062442,5.001,5076
500_10000,U_N_5,,4,6006580,5.000,5072
500_10000,U_N_5,,5,5997083,5.001,5358
500_10000,U_N_5,,6,6064215,5.000,5277
500_10000,U_N_5,,7,6073458,5.000,5507
500_10000,U_N_5,,8,6098677,5.000,6485
500_10000,U_N_5,,9,5469866,5.000,8847
500_10000,U_N_5,,10,5546781,5.000,8988
500_10000,U_U_1,,1,8640388,5.000,9643
500_10000,U_U_1,,2,8584695,5.000,9621
500_10000,U_U_1,,3,8645296,5.001,9568
500_10000,U_U_1,,4,8137871,5.000,9592
500_10000,U_U_1,,5,8484486,5.000,9636
500_10000,U_U_1,,6,8074983,5.000,9816
500_10000,U_U_1,,7,8335053,5.000,9747
500_10000,U_U_1,,8,8500730,5.000,9557
500_10000,U_U_1,,9,8116890,5.000,9595
