Folder,Instance,Mode,Run,Objective,Runtime,Iterations
200_2000,U_N_2,SMART,1,590166,5.000,25349
200_2000,U_N_2,SMART,2,583242,5.000,24972
200_2000,U_N_2,SMART,3,555752,5.000,26904
200_2000,U_N_2,SMART,4,585106,5.000,25150
200_2000,U_N_2,SMART,5,572161,5.000,26051
200_2000,U_N_2,SMART,6,573746,5.000,25525
200_2000,U_N_2,SMART,7,575457,5.000,25489
200_2000,U_N_2,SMART,8,586984,5.000,25515
200_2000,U_N_2,SMART,9,591264,5.000,25781
200_2000,U_N_2,SMART,10,561542,5.000,26836
200_2000,U_N_3,STANDARD,1,891599,5.000,24703
200_2000,U_N_3,STANDARD,2,895626,5.000,24686
200_2000,U_N_3,STANDARD,3,899222,5.000,24669
200_2000,U_N_3,STANDARD,4,894281,5.000,24715
200_2000,U_N_3,STANDARD,5,885672,5.000,25478
200_2000,U_N_3,STANDARD,6,898275,5.001,25245
200_2000,U_N_3,STANDARD,7,883394,5.000,24488
200_2000,U_N_3,STANDARD,8,879013,5.000,25554
200_2000,U_N_3,STANDARD,9,899192,5.000,25265
200_2000,U_N_3,STANDARD,10,908314,5.000,25174
200_2000,U_N_3,SMART,1,878240,5.000,25784
200_2000,U_N_3,SMART,2,861505,5.000,27787
200_2000,U_N_3,SMART,3,884335,5.000,25468
200_2000,U_N_3,SMART,4,878686,5.000,25737
200_2000,U_N_3,SMART,5,887844,5.000,25305
200_2000,U_N_3,SMART,6,885434,5.000,25360
200_2000,U_N_3,SMART,7,869031,5.000,26014
200_2000,U_N_3,SMART,8,880200,5.000,25200
200_2000,U_N_3,SMART,9,872404,5.000,25375
200_2000,U_N_3,SMART,10,876135,5.000,25021
200_2000,U_N_4,STANDARD,1,996956,5.000,25035
200_2000,U_N_4,STANDARD,2,972193,5.000,24659
200_2000,U_N_4,STANDARD,3,986292,5.000,24683
200_2000,U_N_4,STANDARD,4,982656,5.000,26698
200_2000,U_N_4,STANDARD,5,982493,5.000,25002
200_2000,U_N_4,STANDARD,6,987593,5.000,24912
200_2000,U_N_4,STANDARD,7,992069,5.000,25526
200_2000,U_N_4,STANDARD,8,984149,5.000,24688
200_2000,U_N_4,STANDARD,9,1005319,5.000,24777
200_2000,U_N_4,STANDARD,10,981229,5.000,24478
200_2000,U_N_4,SMART,1,974279,5.000,25240
200_2000,U_N_4,SMART,2,983586,5.000,24489
200_2000,U_N_4,SMART,3,971060,5.000,24984
200_2000,U_N_4,SMART,4,970022,5.001,25929
200_2000,U_N_4,SMART,5,958043,5.000,24728
200_2000,U_N_4,SMART,6,979333,5.000,26228
200_2000,U_N_4,SMART,7,980768,5.000,26635
200_2000,U_N_4,SMART,8,969187,5.000,25399
200_2000,U_N_4,SMART,9,965250,5.000,25703
200_2000,U_N_4,SMART,10,968886,5.000,25318
200_2000,U_N_5,STANDARD,1,9475069,5.000,25014
200_2000,U_N_5,STANDARD,2,9176770,5.000,24457
200_2000,U_N_5,STANDARD,3,9701041,5.000,24624
200_2000,U_N_5,STANDARD,4,9495272,5.000,24711
200_2000,U_N_5,STANDARD,5,9403774,5.000,24770
200_2000,U_N_5,STANDARD,6,9199267,5.000,24144
200_2000,U_N_5,STANDARD,7,9186091,5.000,24075
200_2000,U_N_5,STANDARD,8,8896707,5.000,23980
200_2000,U_N_5,STANDARD,9,8833436,5.000,27034
200_2000,U_N_5,STANDARD,10,9564354,5.000,24874
200_2000,U_N_5,SMART,1,8583773,5.000,24221
200_2000,U_N_5,SMART,2,8729266,5.000,23766
200_2000,U_N_5,SMART,3,8936365,5.003,24079
200_2000,U_N_5,SMART,4,8421698,5.000,25952
200_2000,U_N_5,SMART,5,8562234,5.000,24140
200_2000,U_N_5,SMART,6,8639698,5.000,23604
200_2000,U_N_5,SMART,7,8380342,5.000,25528
200_2000,U_N_5,SMART,8,8647652,5.000,25019
200_2000,U_N_5,SMART,9,8721096,5.000,25148
200_2000,U_N_5,SMART,10,8465267,5.000,25379
200_2000,U_U_1,STANDARD,1,1596667,5.000,26727
200_2000,U_U_1,STANDARD,2,1675139,5.000,25769
200_2000,U_U_1,STANDARD,3,1571114,5.000,25092
200_2000,U_U_1,STANDARD,4,1646107,5.000,23998
200_2000,U_U_1,STANDARD,5,1674177,5.000,24712
200_2000,U_U_1,STANDARD,6,1649245,5.000,24696
200_2000,U_U_1,STANDARD,7,1594651,5.000,25097
200_2000,U_U_1,STANDARD,8,1655191,5.000,26750
200_2000,U_U_1,STANDARD,9,1701518,5.000,25331
200_2000,U_U_1,STANDARD,10,1699806,5.000,25176
200_2000,U_U_1,SMART,1,1576442,5.000,25026
200_2000,U_U_1,SMART,2,1621778,5.000,24145
200_2000,U_U_1,SMART,3,1528489,5.000,25446
200_2000,U_U_1,SMART,4,1561111,5.000,27041
200_2000,U_U_1,SMART,5,1543735,5.000,25180
200_2000,U_U_1,SMART,6,1578029,5.000,23368
200_2000,U_U_1,SMART,7,1574861,5.000,25013
200_2000,U_U_1,SMART,8,1564078,5.000,24941
200_2000,U_U_1,SMART,9,1603817,5.000,25017
